index,crime,zoned,industrial,river,nox,rooms,age,distances,highway,tax,p_t_ratio,lower_status,value
259,0.66351,20.0,3.97,0,0.647,7.332999999999999,100.0,1.8946,5,264,13.0,7.79,36.0
260,0.65665,20.0,3.97,0,0.647,6.8420000000000005,100.0,2.0107,5,264,13.0,6.9,30.1
262,0.5341199999999999,20.0,3.97,0,0.647,7.52,89.4,2.1398,5,264,13.0,7.26,43.1
263,0.5201399999999999,20.0,3.97,0,0.647,8.398,91.5,2.2885,5,264,13.0,5.91,48.8
265,0.55007,20.0,3.97,0,0.647,7.206,91.6,1.9301,5,264,13.0,8.1,36.5
266,0.76162,20.0,3.97,0,0.647,5.56,62.8,1.9865,5,264,13.0,10.45,22.8
267,0.7857,20.0,3.97,0,0.647,7.013999999999999,84.6,2.1329,5,264,13.0,14.79,30.7
268,0.57834,20.0,3.97,0,0.575,8.297,67.0,2.4216,5,264,13.0,7.44,50.0
273,0.1146,20.0,6.96,0,0.46399999999999997,6.537999999999999,58.7,3.9175,3,223,18.6,7.73,24.4
274,0.22188000000000002,20.0,6.96,1,0.46399999999999997,7.691,51.8,4.3665,3,223,18.6,6.58,35.2
275,0.05644,40.0,6.41,1,0.447,6.757999999999999,32.9,4.0776,4,254,17.6,3.53,32.4
276,0.09604,40.0,6.41,0,0.447,6.854,42.8,4.2673,4,254,17.6,2.98,32.0
277,0.10469,40.0,6.41,1,0.447,7.267,49.0,4.7872,4,254,17.6,6.05,33.2
278,0.061270000000000005,40.0,6.41,1,0.447,6.8260000000000005,27.6,4.8628,4,254,17.6,4.16,33.1
279,0.07977999999999999,40.0,6.41,0,0.447,6.482,32.1,4.1403,4,254,17.6,7.19,29.1
280,0.21038,20.0,3.33,0,0.4429,6.812,32.2,4.1007,5,216,14.9,4.85,35.1
281,0.03578,20.0,3.33,0,0.4429,7.82,64.5,4.6947,5,216,14.9,3.76,45.4
282,0.03705,20.0,3.33,0,0.4429,6.968,37.2,5.2447,5,216,14.9,4.59,35.4
283,0.06129,20.0,3.33,1,0.4429,7.645,49.7,5.2119,5,216,14.9,3.01,46.0
285,0.009059999999999999,90.0,2.97,0,0.4,7.087999999999999,20.8,7.3073,1,285,15.3,7.85,32.2
287,0.01965,80.0,1.76,0,0.385,6.23,31.5,9.0892,1,241,18.2,12.93,20.1
288,0.03871,52.5,5.32,0,0.405,6.209,31.3,7.3172,6,293,16.6,7.14,23.2
289,0.0459,52.5,5.32,0,0.405,6.315,45.6,7.3172,6,293,16.6,7.6,22.3
291,0.035019999999999996,80.0,4.95,0,0.41100000000000003,6.861000000000001,27.9,5.1167,4,245,19.2,3.33,28.5
292,0.07886,80.0,4.95,0,0.41100000000000003,7.148,27.7,5.1167,4,245,19.2,3.56,37.3
293,0.03615,80.0,4.95,0,0.41100000000000003,6.63,23.4,5.1167,4,245,19.2,4.7,27.9
294,0.08265,0.0,13.92,0,0.43700000000000006,6.127000000000001,18.4,5.5027,4,289,16.0,8.58,23.9
295,0.08199,0.0,13.92,0,0.43700000000000006,6.0089999999999995,42.3,5.5027,4,289,16.0,10.4,21.7
296,0.12932000000000002,0.0,13.92,0,0.43700000000000006,6.678,31.1,5.9604,4,289,16.0,6.27,28.6
297,0.053720000000000004,0.0,13.92,0,0.43700000000000006,6.5489999999999995,51.0,5.9604,4,289,16.0,7.39,27.1
298,0.14103,0.0,13.92,0,0.43700000000000006,5.79,58.0,6.32,4,289,16.0,15.84,20.3
299,0.06466000000000001,70.0,2.24,0,0.4,6.345,20.1,7.8278,5,358,14.8,4.97,22.5
300,0.05561,70.0,2.24,0,0.4,7.041,10.0,7.8278,5,358,14.8,4.74,29.0
301,0.04417,70.0,2.24,0,0.4,6.871,47.4,7.8278,5,358,14.8,6.07,24.8
302,0.03537,34.0,6.09,0,0.433,6.59,40.4,5.4917,7,329,16.1,9.5,22.0
303,0.09266,34.0,6.09,0,0.433,6.495,18.4,5.4917,7,329,16.1,8.67,26.4
304,0.1,34.0,6.09,0,0.433,6.982,17.7,5.4917,7,329,16.1,4.86,33.1
306,0.05479,33.0,2.18,0,0.47200000000000003,6.6160000000000005,58.1,3.37,7,222,18.4,8.93,28.4
307,0.07503,33.0,2.18,0,0.47200000000000003,7.42,71.9,3.0992,7,222,18.4,6.47,33.4
308,0.049319999999999996,33.0,2.18,0,0.47200000000000003,6.849,70.3,3.1827,7,222,18.4,7.53,28.2
309,0.49298000000000003,0.0,9.9,0,0.544,6.635,82.5,3.3175,4,304,18.4,4.54,22.8
310,0.3494,0.0,9.9,0,0.544,5.972,76.7,3.1025,4,304,18.4,9.97,20.3
311,2.63548,0.0,9.9,0,0.544,4.973,37.8,2.5194,4,304,18.4,12.64,16.1
312,0.7904100000000001,0.0,9.9,0,0.544,6.122000000000001,52.8,2.6403,4,304,18.4,5.98,22.1
313,0.26169000000000003,0.0,9.9,0,0.544,6.023,90.4,2.8339999999999996,4,304,18.4,11.72,19.4
314,0.26938,0.0,9.9,0,0.544,6.266,82.8,3.2628,4,304,18.4,7.9,21.6
316,0.25356,0.0,9.9,0,0.544,5.705,77.7,3.945,4,304,18.4,11.5,16.2
318,0.24522,0.0,9.9,0,0.544,5.782,71.7,4.0317,4,304,18.4,15.94,19.8
320,0.47547,0.0,9.9,0,0.544,6.1129999999999995,58.8,4.0019,4,304,18.4,12.73,21.0
321,0.1676,0.0,7.38,0,0.493,6.426,52.3,4.5404,5,287,19.6,7.2,23.8
322,0.18159,0.0,7.38,0,0.493,6.376,54.3,4.5404,5,287,19.6,6.87,23.1
323,0.35114,0.0,7.38,0,0.493,6.041,49.9,4.7211,5,287,19.6,7.7,20.4
324,0.28392,0.0,7.38,0,0.493,5.707999999999999,74.3,4.7211,5,287,19.6,11.74,18.5
326,0.19186,0.0,7.38,0,0.493,6.431,14.7,5.4159,5,287,19.6,5.08,24.6
327,0.30346999999999996,0.0,7.38,0,0.493,6.312,28.9,5.4159,5,287,19.6,6.15,23.0
328,0.24103000000000002,0.0,7.38,0,0.493,6.082999999999999,43.7,5.4159,5,287,19.6,12.79,22.2
329,0.06617,0.0,3.24,0,0.46,5.867999999999999,25.8,5.2146,4,430,16.9,9.97,19.3
330,0.06724,0.0,3.24,0,0.46,6.332999999999999,17.2,5.2146,4,430,16.9,7.34,22.6
331,0.045439999999999994,0.0,3.24,0,0.46,6.144,32.2,5.8736,4,430,16.9,9.09,19.8
333,0.03466,35.0,6.06,0,0.4379,6.031000000000001,23.3,6.6407,1,304,16.9,7.83,19.4
334,0.05083,0.0,5.19,0,0.515,6.316,38.1,6.4584,5,224,20.2,5.68,22.2
335,0.037380000000000004,0.0,5.19,0,0.515,6.31,38.5,6.4584,5,224,20.2,6.75,20.7
336,0.03961,0.0,5.19,0,0.515,6.037000000000001,34.5,5.9853,5,224,20.2,8.01,21.1
337,0.03427,0.0,5.19,0,0.515,5.869,46.3,5.2311,5,224,20.2,9.8,19.5
338,0.030410000000000003,0.0,5.19,0,0.515,5.895,59.6,5.615,5,224,20.2,10.56,18.5
339,0.03306,0.0,5.19,0,0.515,6.059,37.3,4.8122,5,224,20.2,8.51,20.6
340,0.054970000000000005,0.0,5.19,0,0.515,5.985,45.4,4.8122,5,224,20.2,9.74,19.0
341,0.06151,0.0,5.19,0,0.515,5.968,58.5,4.8122,5,224,20.2,9.29,18.7
342,0.013009999999999999,35.0,1.52,0,0.442,7.2410000000000005,49.3,7.0379,1,284,15.5,5.49,32.7
344,0.02543,55.0,3.78,0,0.484,6.696000000000001,56.4,5.7321,5,370,17.6,7.18,23.9
345,0.030489999999999996,55.0,3.78,0,0.484,6.874,28.1,6.4654,5,370,17.6,4.61,31.2
346,0.03113,0.0,4.39,0,0.442,6.013999999999999,48.5,8.0136,3,352,18.8,10.53,17.5
347,0.06162,0.0,4.39,0,0.442,5.898,52.3,8.0136,3,352,18.8,12.67,17.2
348,0.0187,85.0,4.15,0,0.429,6.516,27.7,8.5353,4,351,17.9,6.36,23.1
349,0.015009999999999999,80.0,2.01,0,0.435,6.635,29.7,8.344,4,280,17.0,5.99,24.5
350,0.02899,40.0,1.25,0,0.429,6.939,34.5,8.7921,1,335,19.7,5.89,26.6
352,0.0795,60.0,1.69,0,0.41100000000000003,6.579,35.9,10.7103,4,411,18.3,5.49,24.1
353,0.07244,60.0,1.69,0,0.41100000000000003,5.8839999999999995,18.5,10.7103,4,411,18.3,7.79,18.6
354,0.01709,90.0,2.02,0,0.41,6.728,36.1,12.1265,5,187,17.0,4.5,30.1
355,0.04301,80.0,1.91,0,0.413,5.662999999999999,21.9,10.5857,4,334,22.0,8.05,18.2
356,0.10659,80.0,1.91,0,0.413,5.936,19.5,10.5857,4,334,22.0,5.57,20.6
357,8.98296,0.0,18.1,1,0.77,6.212000000000001,97.4,2.1222,24,666,20.2,17.6,17.8
358,3.8497,0.0,18.1,1,0.77,6.395,91.0,2.5052,24,666,20.2,13.27,21.7
359,5.20177,0.0,18.1,1,0.77,6.127000000000001,83.4,2.7227,24,666,20.2,11.48,22.7
360,4.26131,0.0,18.1,0,0.77,6.112,81.3,2.5091,24,666,20.2,12.67,22.6
361,4.541919999999999,0.0,18.1,0,0.77,6.398,88.0,2.5182,24,666,20.2,7.79,25.0
362,3.83684,0.0,18.1,0,0.77,6.251,91.1,2.2955,24,666,20.2,14.19,19.9
363,3.6782199999999996,0.0,18.1,0,0.77,5.362,96.2,2.1036,24,666,20.2,10.19,20.8
364,4.22239,0.0,18.1,1,0.77,5.803,89.0,1.9047,24,666,20.2,14.64,16.8
365,3.4742800000000003,0.0,18.1,1,0.718,8.78,82.9,1.9047,24,666,20.2,5.29,21.9
366,4.55587,0.0,18.1,0,0.718,3.5610000000000004,87.9,1.6132,24,666,20.2,7.12,27.5
367,3.69695,0.0,18.1,0,0.718,4.963,91.4,1.7523,24,666,20.2,14.0,21.9
369,4.898219999999999,0.0,18.1,0,0.631,4.97,100.0,1.3325,24,666,20.2,3.26,50.0
370,5.669980000000001,0.0,18.1,1,0.631,6.683,96.8,1.3567,24,666,20.2,3.73,50.0
371,6.53876,0.0,18.1,1,0.631,7.016,97.5,1.2024,24,666,20.2,2.96,50.0
372,9.2323,0.0,18.1,0,0.631,6.216,100.0,1.1691,24,666,20.2,9.53,50.0
373,8.26725,0.0,18.1,1,0.6679999999999999,5.875,89.6,1.1296,24,666,20.2,8.88,50.0
374,11.1081,0.0,18.1,0,0.6679999999999999,4.906000000000001,100.0,1.1742,24,666,20.2,34.77,13.8
375,18.4982,0.0,18.1,0,0.6679999999999999,4.138,100.0,1.137,24,666,20.2,37.97,13.8
376,19.6091,0.0,18.1,0,0.6709999999999999,7.313,97.9,1.3163,24,666,20.2,13.44,15.0
377,15.288,0.0,18.1,0,0.6709999999999999,6.649,93.3,1.3449,24,666,20.2,23.24,13.9
379,23.6482,0.0,18.1,0,0.6709999999999999,6.38,96.2,1.3861,24,666,20.2,23.69,13.1
380,17.8667,0.0,18.1,0,0.6709999999999999,6.223,100.0,1.3861,24,666,20.2,21.78,10.2
381,88.9762,0.0,18.1,0,0.6709999999999999,6.968,91.9,1.4165,24,666,20.2,17.21,10.4
382,15.8744,0.0,18.1,0,0.6709999999999999,6.545,99.1,1.5192,24,666,20.2,21.08,10.9
383,9.18702,0.0,18.1,0,0.7,5.5360000000000005,100.0,1.5804,24,666,20.2,23.6,11.3
384,7.9924800000000005,0.0,18.1,0,0.7,5.52,100.0,1.5331,24,666,20.2,24.56,12.3
385,20.0849,0.0,18.1,0,0.7,4.368,91.2,1.4395,24,666,20.2,30.63,8.8
387,24.3938,0.0,18.1,0,0.7,4.652,100.0,1.4672,24,666,20.2,28.28,10.5
388,22.5971,0.0,18.1,0,0.7,5.0,89.5,1.5184,24,666,20.2,31.99,7.4
390,8.15174,0.0,18.1,0,0.7,5.39,98.9,1.7281,24,666,20.2,20.85,11.5
391,6.96215,0.0,18.1,0,0.7,5.712999999999999,97.0,1.9265,24,666,20.2,17.11,15.1
393,11.5779,0.0,18.1,0,0.7,5.0360000000000005,97.0,1.77,24,666,20.2,25.68,9.7
394,8.64476,0.0,18.1,0,0.693,6.193,92.6,1.7912,24,666,20.2,15.17,13.8
395,13.3598,0.0,18.1,0,0.693,5.8870000000000005,94.7,1.7821,24,666,20.2,16.35,12.7
396,8.71675,0.0,18.1,0,0.693,6.471,98.8,1.7257,24,666,20.2,17.12,13.1
397,5.87205,0.0,18.1,0,0.693,6.405,96.0,1.6768,24,666,20.2,19.37,12.5
398,7.67202,0.0,18.1,0,0.693,5.747000000000001,98.9,1.6334,24,666,20.2,19.92,8.5
400,9.91655,0.0,18.1,0,0.693,5.852,77.8,1.5004,24,666,20.2,29.97,6.3
401,25.0461,0.0,18.1,0,0.693,5.987,100.0,1.5888,24,666,20.2,26.77,5.6
402,14.2362,0.0,18.1,0,0.693,6.343,100.0,1.5741,24,666,20.2,20.32,7.2
403,9.59571,0.0,18.1,0,0.693,6.404,100.0,1.639,24,666,20.2,20.31,12.1
404,24.8017,0.0,18.1,0,0.693,5.349,96.0,1.7028,24,666,20.2,19.77,8.3
405,41.5292,0.0,18.1,0,0.693,5.531000000000001,85.4,1.6074,24,666,20.2,27.38,8.5
406,67.9208,0.0,18.1,0,0.693,5.683,100.0,1.4254,24,666,20.2,22.98,5.0
407,20.7162,0.0,18.1,0,0.659,4.138,100.0,1.1781,24,666,20.2,23.34,11.9
408,11.9511,0.0,18.1,0,0.659,5.608,100.0,1.2852,24,666,20.2,12.13,27.9
409,7.40389,0.0,18.1,0,0.597,5.617000000000001,97.9,1.4547,24,666,20.2,26.4,17.2
410,14.4383,0.0,18.1,0,0.597,6.852,100.0,1.4655,24,666,20.2,19.78,27.5
412,14.0507,0.0,18.1,0,0.597,6.657,100.0,1.5275,24,666,20.2,21.22,17.2
413,18.811,0.0,18.1,0,0.597,4.628,100.0,1.5539,24,666,20.2,34.37,17.9
414,28.6558,0.0,18.1,0,0.597,5.155,100.0,1.5894,24,666,20.2,20.08,16.3
416,18.0846,0.0,18.1,0,0.679,6.434,100.0,1.8347,24,666,20.2,29.05,7.2
417,10.8342,0.0,18.1,0,0.679,6.782,90.8,1.8195,24,666,20.2,25.79,7.5
418,25.9406,0.0,18.1,0,0.679,5.303999999999999,89.1,1.6475,24,666,20.2,26.64,10.4
420,11.8123,0.0,18.1,0,0.718,6.824,76.5,1.794,24,666,20.2,22.74,8.4
421,11.0874,0.0,18.1,0,0.718,6.4110000000000005,100.0,1.8589,24,666,20.2,15.02,16.7
422,7.022589999999999,0.0,18.1,0,0.718,6.006,95.3,1.8746,24,666,20.2,15.7,14.2
423,12.0482,0.0,18.1,0,0.614,5.648,87.6,1.9512,24,666,20.2,14.1,20.8
424,7.05042,0.0,18.1,0,0.614,6.103,85.1,2.0218,24,666,20.2,23.29,13.4
425,8.792119999999999,0.0,18.1,0,0.584,5.565,70.6,2.0635,24,666,20.2,17.16,11.7
426,15.8603,0.0,18.1,0,0.679,5.896,95.4,1.9096,24,666,20.2,24.39,8.3
427,12.2472,0.0,18.1,0,0.584,5.837000000000001,59.7,1.9976,24,666,20.2,15.69,10.2
428,37.6619,0.0,18.1,0,0.679,6.202000000000001,78.7,1.8629,24,666,20.2,14.52,10.9
429,7.36711,0.0,18.1,0,0.679,6.193,78.1,1.9356,24,666,20.2,21.52,11.0
431,8.49213,0.0,18.1,0,0.584,6.348,86.1,2.0527,24,666,20.2,17.64,14.5
433,6.44405,0.0,18.1,0,0.584,6.425,74.8,2.2004,24,666,20.2,12.03,16.1
434,5.5810699999999995,0.0,18.1,0,0.713,6.436,87.9,2.3158,24,666,20.2,16.22,14.3
435,13.9134,0.0,18.1,0,0.713,6.207999999999999,95.0,2.2222,24,666,20.2,15.17,11.7
436,11.1604,0.0,18.1,0,0.74,6.629,94.6,2.1247,24,666,20.2,23.27,13.4
437,14.4208,0.0,18.1,0,0.74,6.461,93.3,2.0026,24,666,20.2,18.05,9.6
438,15.1772,0.0,18.1,0,0.74,6.152,100.0,1.9142,24,666,20.2,26.45,8.7
439,13.6781,0.0,18.1,0,0.74,5.935,87.9,1.8206,24,666,20.2,34.02,8.4
440,9.39063,0.0,18.1,0,0.74,5.627000000000001,93.9,1.8172,24,666,20.2,22.88,12.8
441,22.0511,0.0,18.1,0,0.74,5.818,92.4,1.8662,24,666,20.2,22.11,10.5
442,9.72418,0.0,18.1,0,0.74,6.406000000000001,97.2,2.0651,24,666,20.2,19.52,17.1
444,9.96654,0.0,18.1,0,0.74,6.485,100.0,1.9784,24,666,20.2,18.85,15.4
446,10.6718,0.0,18.1,0,0.74,6.459,94.8,1.9879,24,666,20.2,23.98,11.8
447,6.288069999999999,0.0,18.1,0,0.74,6.341,96.4,2.072,24,666,20.2,17.79,14.9
448,9.92485,0.0,18.1,0,0.74,6.251,96.6,2.198,24,666,20.2,16.44,12.6
449,9.329089999999999,0.0,18.1,0,0.713,6.185,98.7,2.2616,24,666,20.2,18.13,14.1
451,6.71772,0.0,18.1,0,0.713,6.749,92.6,2.3236,24,666,20.2,17.44,13.4
452,5.44114,0.0,18.1,0,0.713,6.655,98.2,2.3552,24,666,20.2,17.73,15.2
453,5.09017,0.0,18.1,0,0.713,6.297000000000001,91.8,2.3682,24,666,20.2,17.27,16.1
454,8.24809,0.0,18.1,0,0.713,7.393,99.3,2.4527,24,666,20.2,16.74,17.8
456,4.75237,0.0,18.1,0,0.713,6.525,86.5,2.4358,24,666,20.2,18.13,14.1
457,4.668830000000001,0.0,18.1,0,0.713,5.976,87.9,2.5806,24,666,20.2,19.01,12.7
458,8.20058,0.0,18.1,0,0.713,5.936,80.3,2.7792,24,666,20.2,16.94,13.5
459,7.75223,0.0,18.1,0,0.713,6.301,83.7,2.7831,24,666,20.2,16.23,14.9
460,6.80117,0.0,18.1,0,0.713,6.081,84.4,2.7175,24,666,20.2,14.7,20.0
462,3.69311,0.0,18.1,0,0.713,6.376,88.4,2.5671,24,666,20.2,14.65,17.7
463,6.65492,0.0,18.1,0,0.713,6.317,83.0,2.7344,24,666,20.2,13.99,19.5
464,5.82115,0.0,18.1,0,0.713,6.513,89.9,2.8016,24,666,20.2,10.29,20.2
465,7.83932,0.0,18.1,0,0.655,6.209,65.4,2.9634,24,666,20.2,13.22,21.4
466,3.1636,0.0,18.1,0,0.655,5.7589999999999995,48.2,3.0665,24,666,20.2,14.13,19.9
467,3.7749800000000002,0.0,18.1,0,0.655,5.952000000000001,84.7,2.8715,24,666,20.2,17.15,19.0
469,15.5757,0.0,18.1,0,0.58,5.926,71.0,2.9084,24,666,20.2,18.13,19.1
470,13.0751,0.0,18.1,0,0.58,5.712999999999999,56.7,2.8237,24,666,20.2,14.76,20.1
472,4.03841,0.0,18.1,0,0.532,6.229,90.7,3.0993,24,666,20.2,12.87,19.6
473,3.56868,0.0,18.1,0,0.58,6.437,75.0,2.8965,24,666,20.2,14.36,23.2
476,6.39312,0.0,18.1,0,0.584,6.162000000000001,97.4,2.206,24,666,20.2,24.1,13.3
477,4.87141,0.0,18.1,0,0.614,6.484,93.6,2.3053,24,666,20.2,18.68,16.7
479,10.232999999999999,0.0,18.1,0,0.614,6.185,96.7,2.1705,24,666,20.2,18.03,14.6
480,14.3337,0.0,18.1,0,0.614,6.229,88.0,1.9512,24,666,20.2,13.11,21.4
481,5.8240099999999995,0.0,18.1,0,0.532,6.242000000000001,64.7,3.4242,24,666,20.2,10.74,23.0
482,5.7081800000000005,0.0,18.1,0,0.532,6.75,74.9,3.3317,24,666,20.2,7.74,23.7
483,5.73116,0.0,18.1,0,0.532,7.061,77.0,3.4106,24,666,20.2,7.01,25.0
484,2.81838,0.0,18.1,0,0.532,5.7620000000000005,40.3,4.0983,24,666,20.2,10.42,21.8
486,3.6736699999999995,0.0,18.1,0,0.583,6.312,51.9,3.9917,24,666,20.2,10.58,21.2
487,5.69175,0.0,18.1,0,0.583,6.114,79.8,3.5459,24,666,20.2,14.98,19.1
489,0.15086,0.0,27.74,0,0.609,5.454,92.7,1.8209,4,711,20.1,18.06,15.2
490,0.18337,0.0,27.74,0,0.609,5.414,98.3,1.7554,4,711,20.1,23.97,7.0
491,0.20745999999999998,0.0,27.74,0,0.609,5.093,98.0,1.8226,4,711,20.1,29.68,8.1
492,0.10574000000000001,0.0,27.74,0,0.609,5.983,98.8,1.8681,4,711,20.1,18.07,13.6
493,0.11132,0.0,27.74,0,0.609,5.983,83.5,2.1099,4,711,20.1,13.35,20.1
494,0.17331,0.0,9.69,0,0.585,5.707000000000001,54.0,2.3817,6,391,19.2,12.01,21.8
495,0.27957,0.0,9.69,0,0.585,5.926,42.6,2.3817,6,391,19.2,13.59,24.5
496,0.17899,0.0,9.69,0,0.585,5.67,28.8,2.7986,6,391,19.2,17.6,23.1
497,0.2896,0.0,9.69,0,0.585,5.39,72.9,2.7986,6,391,19.2,21.14,19.7
498,0.26838,0.0,9.69,0,0.585,5.794,70.6,2.8927,6,391,19.2,14.1,18.3
499,0.23911999999999997,0.0,9.69,0,0.585,6.019,65.3,2.4091,6,391,19.2,12.92,21.2
500,0.17783,0.0,9.69,0,0.585,5.569,73.5,2.3999,6,391,19.2,15.1,17.5
502,0.06262999999999999,0.0,11.93,0,0.573,6.593,69.1,2.4786,1,273,21.0,9.67,22.4
503,0.04527,0.0,11.93,0,0.573,6.12,76.7,2.2875,1,273,21.0,9.08,20.6
